	Class	Age	Sex	Survived	predicted_survived	Predicted_label_1	Predicted_label_-1
354	0.0	1.0	0.0	1.0	1	0.9580037226617031	0.04199627733829688
355	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
356	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
357	0.0	1.0	1.0	1.0	1	0.6132419112920505	0.38675808870794953
358	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
359	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
360	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
361	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
362	1.0	1.0	1.0	-1.0	-1	0.23472614726786706	0.765273852732133
363	1.0	0.0	0.0	1.0	1	0.6906976744186046	0.3093023255813953
364	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
365	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
366	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
367	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
368	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
369	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
370	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
371	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
372	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
373	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
374	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
375	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
376	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
377	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
378	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
379	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
380	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
381	1.0	0.0	0.0	-1.0	1	0.6906976744186046	0.3093023255813953
382	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
383	1.0	1.0	0.0	-1.0	1	0.8152507676560901	0.1847492323439099
384	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
385	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
386	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
387	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
388	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
389	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
390	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
391	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
392	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
393	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
394	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
395	0.0	1.0	0.0	1.0	1	0.9580037226617031	0.04199627733829688
396	1.0	1.0	0.0	-1.0	1	0.8152507676560901	0.1847492323439099
397	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
398	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
399	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
400	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
401	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
402	1.0	0.0	0.0	1.0	1	0.6906976744186046	0.3093023255813953
403	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
404	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
405	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
406	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
407	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
408	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
409	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
410	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
411	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
412	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
413	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
414	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
415	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
416	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
417	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
418	1.0	1.0	0.0	-1.0	1	0.8152507676560901	0.1847492323439099
419	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
420	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
421	1.0	0.0	0.0	-1.0	1	0.6906976744186046	0.3093023255813953
422	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
423	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
424	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
425	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
426	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
427	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
428	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
429	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
430	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
431	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
432	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
433	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
434	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
435	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
436	0.0	0.0	0.0	-1.0	1	0.9202799902470741	0.0797200097529259
437	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
438	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
439	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
440	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
441	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
442	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
443	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
444	0.0	0.0	1.0	1.0	-1	0.44518291217104794	0.554817087828952
445	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
446	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
447	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
448	1.0	0.0	0.0	-1.0	1	0.6906976744186046	0.3093023255813953
449	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
450	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
451	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
452	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
453	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
454	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
455	1.0	0.0	0.0	1.0	1	0.6906976744186046	0.3093023255813953
456	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
457	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
458	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
459	0.0	1.0	1.0	1.0	1	0.6132419112920505	0.38675808870794953
460	1.0	0.0	0.0	-1.0	1	0.6906976744186046	0.3093023255813953
461	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
462	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
463	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
464	1.0	0.0	0.0	-1.0	1	0.6906976744186046	0.3093023255813953
465	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
466	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
467	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
468	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
469	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
470	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
471	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
472	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
473	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
474	1.0	0.0	0.0	1.0	1	0.6906976744186046	0.3093023255813953
475	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
476	1.0	0.0	0.0	-1.0	1	0.6906976744186046	0.3093023255813953
477	0.0	1.0	1.0	1.0	1	0.6132419112920505	0.38675808870794953
478	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
479	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
480	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
481	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
482	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
483	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
484	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
485	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
486	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
487	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
488	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
489	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
490	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
491	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
492	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
493	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
494	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
495	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
496	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
497	0.0	0.0	1.0	1.0	-1	0.44518291217104794	0.554817087828952
498	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
499	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
500	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
501	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
502	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
503	1.0	0.0	0.0	1.0	1	0.6906976744186046	0.3093023255813953
504	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
505	1.0	1.0	1.0	-1.0	-1	0.23472614726786706	0.765273852732133
506	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
507	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
508	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
509	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
510	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
511	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
512	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
513	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
514	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
515	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
516	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
517	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
518	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
519	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
520	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
521	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
522	1.0	1.0	1.0	-1.0	-1	0.23472614726786706	0.765273852732133
523	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
524	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
525	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
526	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
527	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
528	1.0	0.0	0.0	1.0	1	0.6906976744186046	0.3093023255813953
529	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
530	1.0	0.0	0.0	-1.0	1	0.6906976744186046	0.3093023255813953
531	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
532	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
533	1.0	0.0	0.0	-1.0	1	0.6906976744186046	0.3093023255813953
534	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
535	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
536	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
537	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
538	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
539	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
540	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
541	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
542	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
543	1.0	0.0	0.0	-1.0	1	0.6906976744186046	0.3093023255813953
544	0.0	1.0	1.0	1.0	1	0.6132419112920505	0.38675808870794953
545	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
546	0.0	0.0	1.0	1.0	-1	0.44518291217104794	0.554817087828952
547	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
548	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
549	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
550	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
551	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
552	1.0	0.0	0.0	-1.0	1	0.6906976744186046	0.3093023255813953
553	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
554	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
555	1.0	0.0	0.0	-1.0	1	0.6906976744186046	0.3093023255813953
556	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
557	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
558	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
559	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
560	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
561	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
562	1.0	1.0	1.0	-1.0	-1	0.23472614726786706	0.765273852732133
563	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
564	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
565	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
566	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
567	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
568	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
569	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
570	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
571	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
572	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
573	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
574	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
575	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
576	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
577	0.0	0.0	1.0	1.0	-1	0.44518291217104794	0.554817087828952
578	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
579	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
580	1.0	0.0	0.0	1.0	1	0.6906976744186046	0.3093023255813953
581	1.0	0.0	0.0	-1.0	1	0.6906976744186046	0.3093023255813953
582	0.0	0.0	1.0	1.0	-1	0.44518291217104794	0.554817087828952
583	0.0	0.0	1.0	1.0	-1	0.44518291217104794	0.554817087828952
584	0.0	0.0	1.0	1.0	-1	0.44518291217104794	0.554817087828952
585	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
586	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
587	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
588	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
589	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
590	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
591	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
592	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
593	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
594	0.0	0.0	1.0	1.0	-1	0.44518291217104794	0.554817087828952
595	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
596	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
597	1.0	0.0	0.0	-1.0	1	0.6906976744186046	0.3093023255813953
598	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
599	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
600	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
601	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
602	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
603	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
604	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
605	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
606	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
607	1.0	0.0	0.0	1.0	1	0.6906976744186046	0.3093023255813953
608	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
609	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
610	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
611	1.0	0.0	0.0	-1.0	1	0.6906976744186046	0.3093023255813953
612	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
613	1.0	0.0	0.0	-1.0	1	0.6906976744186046	0.3093023255813953
614	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
615	1.0	0.0	0.0	-1.0	1	0.6906976744186046	0.3093023255813953
616	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
617	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
618	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
619	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
620	1.0	1.0	0.0	1.0	1	0.8152507676560901	0.1847492323439099
621	0.0	0.0	1.0	1.0	-1	0.44518291217104794	0.554817087828952
622	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
623	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
624	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
625	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
626	0.0	1.0	1.0	1.0	1	0.6132419112920505	0.38675808870794953
627	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
628	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
629	0.0	1.0	1.0	1.0	1	0.6132419112920505	0.38675808870794953
630	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
631	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
632	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
633	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
634	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
635	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
636	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
637	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
638	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
639	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
640	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
641	1.0	0.0	0.0	1.0	1	0.6906976744186046	0.3093023255813953
642	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
643	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
644	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
645	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
646	0.0	1.0	1.0	1.0	1	0.6132419112920505	0.38675808870794953
647	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
648	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
649	1.0	0.0	0.0	-1.0	1	0.6906976744186046	0.3093023255813953
650	1.0	1.0	1.0	1.0	-1	0.23472614726786706	0.765273852732133
651	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
652	1.0	0.0	0.0	-1.0	1	0.6906976744186046	0.3093023255813953
653	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
654	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
655	1.0	0.0	0.0	1.0	1	0.6906976744186046	0.3093023255813953
656	1.0	0.0	0.0	1.0	1	0.6906976744186046	0.3093023255813953
657	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
658	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
659	1.0	0.0	0.0	1.0	1	0.6906976744186046	0.3093023255813953
660	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
661	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
662	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
663	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
664	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
665	1.0	1.0	1.0	1.0	-1	0.23472614726786706	0.765273852732133
666	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
667	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
668	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
669	1.0	0.0	0.0	1.0	1	0.6906976744186046	0.3093023255813953
670	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
671	1.0	0.0	0.0	1.0	1	0.6906976744186046	0.3093023255813953
672	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
673	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
674	1.0	0.0	0.0	1.0	1	0.6906976744186046	0.3093023255813953
675	1.0	1.0	1.0	-1.0	-1	0.23472614726786706	0.765273852732133
676	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
677	1.0	0.0	0.0	-1.0	1	0.6906976744186046	0.3093023255813953
678	1.0	0.0	0.0	1.0	1	0.6906976744186046	0.3093023255813953
679	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
680	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
681	1.0	0.0	0.0	1.0	1	0.6906976744186046	0.3093023255813953
682	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
683	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
684	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
685	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
686	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
687	0.0	0.0	1.0	1.0	-1	0.44518291217104794	0.554817087828952
688	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
689	0.0	0.0	0.0	1.0	1	0.9202799902470741	0.0797200097529259
690	0.0	0.0	1.0	-1.0	-1	0.44518291217104794	0.554817087828952
691	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
692	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
693	1.0	0.0	0.0	-1.0	1	0.6906976744186046	0.3093023255813953
694	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
695	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
696	1.0	1.0	1.0	1.0	-1	0.23472614726786706	0.765273852732133
697	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
698	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
699	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
700	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
701	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
702	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
703	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
704	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
705	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
706	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
707	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
708	1.0	0.0	1.0	-1.0	-1	0.13436218294801267	0.8656378170519874
709	1.0	0.0	1.0	1.0	-1	0.13436218294801267	0.8656378170519874
